Site,Opportunity Type,Priority,URL,Full URL
"adobe.com","Core Web Vitals Issues","High","adobe.com/de/legal/terms.html","https://adobe.com/de/legal/terms.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/ch_de/genuine/endofsupport-gc-gen-cxsup-ar-cx1-nc.html","https://adobe.com/ch_de/genuine/endofsupport-gc-gen-cxsup-ar-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/mx/products/photoshop/landpa.html","https://adobe.com/mx/products/photoshop/landpa.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/au/solutions/ebook/digital-editions/download.html","https://adobe.com/au/solutions/ebook/digital-editions/download.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/kr/creativecloud/roc/adobe-promotions.html","https://adobe.com/kr/creativecloud/roc/adobe-promotions.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/africa/products/special-offers.html","https://adobe.com/africa/products/special-offers.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/co/acrobat/online/pdf-to-excel.html","https://adobe.com/co/acrobat/online/pdf-to-excel.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/co/creativecloud/buy/students.html","https://adobe.com/co/creativecloud/buy/students.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/au/acrobat/online/convert-pdf.html","https://adobe.com/au/acrobat/online/convert-pdf.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/mena_ar/","https://adobe.com/mena_ar/"
"adobe.com","Core Web Vitals Issues","High","adobe.com/br/creativecloud/design.html","https://adobe.com/br/creativecloud/design.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/mx/creativecloud/photography.html","https://adobe.com/mx/creativecloud/photography.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/fr/genuine/ic-ses-cx1-nc.html","https://adobe.com/fr/genuine/ic-ses-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/co/genuine/ooc-dm-twp-cx4-nc.html","https://adobe.com/co/genuine/ooc-dm-twp-cx4-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/kr/genuine/endofsupport-ic-gen-psu1-cx1-nc.html","https://adobe.com/kr/genuine/endofsupport-ic-gen-psu1-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/br/genuine/dm-ng-dnr-lp.html","https://adobe.com/br/genuine/dm-ng-dnr-lp.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/br/acrobat/pdf-reader.html","https://adobe.com/br/acrobat/pdf-reader.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/ec/genuine/dm-ses-cx6-nc.html","https://adobe.com/ec/genuine/dm-ses-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/co/genuine/ic-ses-cx6-nc.html","https://adobe.com/co/genuine/ic-ses-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/fr/genuine.html","https://adobe.com/fr/genuine.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/genuine/ooc-microsite-cx6-nc.html","https://adobe.com/genuine/ooc-microsite-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/in/express/create/animation","https://adobe.com/in/express/create/animation"
"adobe.com","Core Web Vitals Issues","High","adobe.com/in/genuine/endofsupport-gc-gen-cxsup-ar-cx1-nc.html","https://adobe.com/in/genuine/endofsupport-gc-gen-cxsup-ar-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/uk/creativecloud/photography.html","https://adobe.com/uk/creativecloud/photography.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/genuine/ic-ng-3d-ccs-lp/shop.html","https://adobe.com/genuine/ic-ng-3d-ccs-lp/shop.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/ar/genuine/ic-ses-cx6-nc.html","https://adobe.com/ar/genuine/ic-ses-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/mx/genuine/dm-ng-dnr-lp.html","https://adobe.com/mx/genuine/dm-ng-dnr-lp.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/my_ms/genuine/ic-ng-3d-ccs-cx3-nc.html","https://adobe.com/my_ms/genuine/ic-ng-3d-ccs-cx3-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/kr/genuine/ooc-dm-ses-cx4-nc.html","https://adobe.com/kr/genuine/ooc-dm-ses-cx4-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/kr/legal/terms.html","https://adobe.com/kr/legal/terms.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/sa_en/genuine/ooc-dm-twp-cx3-nc.html","https://adobe.com/sa_en/genuine/ooc-dm-twp-cx3-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/in_hi/products/firefly/features/text-to-image.html","https://adobe.com/in_hi/products/firefly/features/text-to-image.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/th_th/genuine/ic-ng-3d-ccs-cx1-nc.html","https://adobe.com/th_th/genuine/ic-ng-3d-ccs-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/ie/genuine/gcbo-ses-lp.html","https://adobe.com/ie/genuine/gcbo-ses-lp.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/ec/genuine/ooc-dm-twp-cx5-nc.html","https://adobe.com/ec/genuine/ooc-dm-twp-cx5-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/de/legal/licenses-terms/adobe-gen-ai-user-guidelines.html","https://adobe.com/de/legal/licenses-terms/adobe-gen-ai-user-guidelines.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/ph_fil/genuine/ooc-dm-twp-cx3-nc.html","https://adobe.com/ph_fil/genuine/ooc-dm-twp-cx3-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/kr/creativecloud/roc/individual-pro.html","https://adobe.com/kr/creativecloud/roc/individual-pro.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/genuine/endofsupport-gc-gen-cxsup-ar-cx1-nc.html","https://adobe.com/genuine/endofsupport-gc-gen-cxsup-ar-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/jp/acrobat/roc/scan-acrobat.html","https://adobe.com/jp/acrobat/roc/scan-acrobat.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/ch_de/genuine/ooc-dm-ng-dnr-cx6-nc.html","https://adobe.com/ch_de/genuine/ooc-dm-ng-dnr-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/kr/genuine/dm-ses-cx2-nc.html","https://adobe.com/kr/genuine/dm-ses-cx2-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/kr/acrobat/pdf-reader.html","https://adobe.com/kr/acrobat/pdf-reader.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/products/adobeconnect/adobeconnectdemo.html","https://adobe.com/products/adobeconnect/adobeconnectdemo.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/de/products/captivate.html","https://adobe.com/de/products/captivate.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/sg/genuine/ic-ses-cx1-nc.html","https://adobe.com/sg/genuine/ic-ses-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/th_th/genuine/dm-ses-lp/shop.html","https://adobe.com/th_th/genuine/dm-ses-lp/shop.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/sg/genuine/ic-ses-cx6-nc.html","https://adobe.com/sg/genuine/ic-ses-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/privacy/apip.html","https://adobe.com/privacy/apip.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/genuine/endofsupport-gc-gen-cxsup-ar-row-cx1-nc.html","https://adobe.com/genuine/endofsupport-gc-gen-cxsup-ar-row-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/products/aftereffects/free-trial-download.html","https://adobe.com/products/aftereffects/free-trial-download.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/in/genuine/ic-ng-3d-ccs-cx2-nc.html","https://adobe.com/in/genuine/ic-ng-3d-ccs-cx2-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/de/genuine/ic-ses-lp/shop.html","https://adobe.com/de/genuine/ic-ses-lp/shop.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/nl/genuine/ic-ses-cx6-nc.html","https://adobe.com/nl/genuine/ic-ses-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/jp/genuine/ic-ng-tcs-ccs-cx6-nc.html","https://adobe.com/jp/genuine/ic-ng-tcs-ccs-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/au/genuine/endofsupport-gc-gen-cxsup-ar-cx1-nc.html","https://adobe.com/au/genuine/endofsupport-gc-gen-cxsup-ar-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/mx/genuine/ic-as-o-v2-0-lp.html","https://adobe.com/mx/genuine/ic-as-o-v2-0-lp.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/fr/products/type.html","https://adobe.com/fr/products/type.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/uk/products/robohelp.html","https://adobe.com/uk/products/robohelp.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/kr/genuine/ooc-dm-twp-cx1-nc.html","https://adobe.com/kr/genuine/ooc-dm-twp-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/de/privacy/opt-in-confirmation-gmp.html","https://adobe.com/de/privacy/opt-in-confirmation-gmp.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/genuine/endofsupport-ic-gen-airow-cx1-nc.html","https://adobe.com/genuine/endofsupport-ic-gen-airow-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/ca/genuine/ic-ses-cx6-nc.html","https://adobe.com/ca/genuine/ic-ses-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/express/templates/","https://adobe.com/express/templates/"
"adobe.com","Core Web Vitals Issues","High","adobe.com/nz/genuine/ooc-gcbo-ses-cx6-nc.html","https://adobe.com/nz/genuine/ooc-gcbo-ses-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/jp/genuine/gcbo-ses-lp.html","https://adobe.com/jp/genuine/gcbo-ses-lp.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/genuine/endofsupport-ic-gen-lr1-cx1-nc.html","https://adobe.com/genuine/endofsupport-ic-gen-lr1-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/il_he/creativecloud/plan-recommender/quiz.html","https://adobe.com/il_he/creativecloud/plan-recommender/quiz.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/it/genuine/ic-ses-cx1-nc.html","https://adobe.com/it/genuine/ic-ses-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/fr/acrobat/generative-ai-pdf.html","https://adobe.com/fr/acrobat/generative-ai-pdf.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/jp/creativecloud/roc/products/photoshop/creatorsgallery.html","https://adobe.com/jp/creativecloud/roc/products/photoshop/creatorsgallery.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/jp/genuine/gcbo-ses-cx6-nc.html","https://adobe.com/jp/genuine/gcbo-ses-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/fr/privacy/policy.html","https://adobe.com/fr/privacy/policy.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/kr/privacy.html","https://adobe.com/kr/privacy.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/sg/genuine/dm-ses-cx6-nc.html","https://adobe.com/sg/genuine/dm-ses-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/in/genuine/dm-twp-cx3-nc.html","https://adobe.com/in/genuine/dm-twp-cx3-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/it/genuine/ic-ses-cx-nc.html","https://adobe.com/it/genuine/ic-ses-cx-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/in/acrobat/pdf-reader.html","https://adobe.com/in/acrobat/pdf-reader.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/ph_fil/genuine/ooc-dm-ng-dnr-cx1-nc.html","https://adobe.com/ph_fil/genuine/ooc-dm-ng-dnr-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/uk/genuine/ic-ng-tcs-ccs-cx6-nc.html","https://adobe.com/uk/genuine/ic-ng-tcs-ccs-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/jp/genuine/ic-ses-cx1-nc.html","https://adobe.com/jp/genuine/ic-ses-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/uk/legal/terms.html","https://adobe.com/uk/legal/terms.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/products/photoshop/brushes.html","https://adobe.com/products/photoshop/brushes.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/kr/genuine/dm-twp-cx6-nc.html","https://adobe.com/kr/genuine/dm-twp-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/my_ms/genuine/endofsupport-gc-gen-cxsup-ar-cx1-nc.html","https://adobe.com/my_ms/genuine/endofsupport-gc-gen-cxsup-ar-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/nz/genuine/ooc-dm-ng-dnr-cx6-nc.html","https://adobe.com/nz/genuine/ooc-dm-ng-dnr-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/in_hi/genuine/gcbo-ses-lp.html","https://adobe.com/in_hi/genuine/gcbo-ses-lp.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/kr/genuine/ic-as-o-v2-0-cx1-nc.html","https://adobe.com/kr/genuine/ic-as-o-v2-0-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/products/photoshop/generative-fill.html","https://adobe.com/products/photoshop/generative-fill.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/partnerpromo/samsung-allapps.html","https://adobe.com/partnerpromo/samsung-allapps.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/ar/genuine/ooc-dm-twp-cx5-nc.html","https://adobe.com/ar/genuine/ooc-dm-twp-cx5-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/in/genuine/dm-twp-cx2-nc.html","https://adobe.com/in/genuine/dm-twp-cx2-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/jp/creativecloud/video.html","https://adobe.com/jp/creativecloud/video.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/mx/genuine/ic-as-o-v2-0-cx1-nc.html","https://adobe.com/mx/genuine/ic-as-o-v2-0-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/my_en/genuine/gcbo-ses-lp.html","https://adobe.com/my_en/genuine/gcbo-ses-lp.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/pe/acrobat/online/merge-pdf.html","https://adobe.com/pe/acrobat/online/merge-pdf.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/creativecloud/buy/students/illustrator.html","https://adobe.com/creativecloud/buy/students/illustrator.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/jp/acrobat/generative-ai-pdf.html","https://adobe.com/jp/acrobat/generative-ai-pdf.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/kr/acrobat/online.html","https://adobe.com/kr/acrobat/online.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/products/illustrator/ai.html","https://adobe.com/products/illustrator/ai.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/cn/privacy/policy-linkfree.html","https://adobe.com/cn/privacy/policy-linkfree.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/ua/products/photoshop.html","https://adobe.com/ua/products/photoshop.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/de/products/premiere.html","https://adobe.com/de/products/premiere.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/de/creativecloud/photography.html","https://adobe.com/de/creativecloud/photography.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/il_he/genuine/dm-ses-lp.html","https://adobe.com/il_he/genuine/dm-ses-lp.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/id_id/genuine/endofsupport-gc-gen-cxsup-ar-cx1-nc.html","https://adobe.com/id_id/genuine/endofsupport-gc-gen-cxsup-ar-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/kr/genuine/ic-as-o-v2-0-lp.html","https://adobe.com/kr/genuine/ic-as-o-v2-0-lp.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/nz/genuine/ooc-dm-twp-cx6-nc.html","https://adobe.com/nz/genuine/ooc-dm-twp-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/jp/products/coldfusion-enterprise.html","https://adobe.com/jp/products/coldfusion-enterprise.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/fr/legal/terms.html","https://adobe.com/fr/legal/terms.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/es/privacy/policy-linkfree.html","https://adobe.com/es/privacy/policy-linkfree.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/fr/genuine/ooc-dm-twp-cx5-nc.html","https://adobe.com/fr/genuine/ooc-dm-twp-cx5-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/kr/genuine/dm-ng-dnr-lp.html","https://adobe.com/kr/genuine/dm-ng-dnr-lp.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/uk/products/captivate.html","https://adobe.com/uk/products/captivate.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/education/express/","https://adobe.com/education/express/"
"adobe.com","Core Web Vitals Issues","High","adobe.com/fr/genuine/ic-ses-cx6-nc.html","https://adobe.com/fr/genuine/ic-ses-cx6-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/express/discover/quotes/friendship","https://adobe.com/express/discover/quotes/friendship"
"adobe.com","Core Web Vitals Issues","High","adobe.com/jp/acrobat/complete-pdf-solution.html","https://adobe.com/jp/acrobat/complete-pdf-solution.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/th_th/acrobat/online/compress-pdf.html","https://adobe.com/th_th/acrobat/online/compress-pdf.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/pe/genuine/ic-ng-3d-ccs-cx1-nc.html","https://adobe.com/pe/genuine/ic-ng-3d-ccs-cx1-nc.html"
"adobe.com","Core Web Vitals Issues","High","adobe.com/in/express/discover/wishes/birthday/brother","https://adobe.com/in/express/discover/wishes/birthday/brother"
"adobe.com","Core Web Vitals Issues","High","adobe.com/ph_fil/genuine/ic-ng-3d-ccs-cx1-nc.html","https://adobe.com/ph_fil/genuine/ic-ng-3d-ccs-cx1-nc.html"
